business_name,inspection_score,business_latitude,inspection_type,business_city,risk_category,business_location,business_phone_number,inspection_id,business_id,business_address,inspection_date,violation_description,violation_id,business_longitude,business_state,business_postal_code
Tu Lan Vietnamese Restaurant,91,,Routine - Unscheduled,San Francisco,Low Risk,,,76747_20160614,76747,8 06th St,2016-06-14 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,76747_20160614_103149,,CA,94103
The Crab Station of Fisherman's Wharf,90,37.795202,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.795202, -122.413169)",,5016_20160614,5016,Foot of Taylor St #2,2016-06-14 00:00:00,Inadequately cleaned or sanitized food contact surfaces,5016_20160614_103124,-122.413169,CA,94133
French Club,98,37.787517,Routine - Unscheduled,San Francisco,Low Risk,"(37.787517, -122.409897)",,3795_20160614,3795,414 Mason St  8th Floor,2016-06-14 00:00:00,Unclean or degraded floors walls or ceilings,3795_20160614_103154,-122.409897,CA,94102
Firenze By Night,82,37.798914,Routine - Unscheduled,San Francisco,Low Risk,"(37.798914, -122.408885)",,854_20160614,854,1421 Stockton St,2016-06-14 00:00:00,Improper storage use or identification of toxic substances,854_20160614_103138,-122.408885,CA,94133
Lolo Restaurant,92,,Routine - Unscheduled,San Francisco,Low Risk,,+14155645656,77462_20160614,77462,974 Valencia St,2016-06-14 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,77462_20160614_103149,,CA,94110
Crab Station at Fisherman's Wharf,98,,Routine - Unscheduled,San Francisco,Low Risk,,,5322_20160614,5322,Pier 45  Shed B Unit D,2016-06-14 00:00:00,Unapproved or unmaintained equipment or utensils,5322_20160614_103144,,CA,94133
HUNAN CHEF,78,37.739048,Routine - Unscheduled,San Francisco,Low Risk,"(37.739048, -122.416019)",,2659_20160614,2659,525 CORTLAND Ave,2016-06-14 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,2659_20160614_103149,-122.416019,CA,94110
Andi's Market,85,,Routine - Unscheduled,San Francisco,Low Risk,,,77532_20160614,77532,820 Cortland Ave,2016-06-14 00:00:00,Improper food storage,77532_20160614_103139,,CA,94110
CHARLIE'S DELI CAFE,84,37.747114,Routine - Unscheduled,San Francisco,Low Risk,"(37.747114, -122.413641)",,45_20160614,45,3202 FOLSOM St,2016-06-14 00:00:00,Unclean or degraded floors walls or ceilings,45_20160614_103154,-122.413641,CA,94110
Fox and Lion Bread Co,93,,Routine - Unscheduled,San Francisco,High Risk,,+14155606807,80901_20160614,80901,5273 03rd St,2016-06-14 00:00:00,Unclean or unsanitary food contact surfaces,80901_20160614_103109,,CA,94124
NORTH BEACH PIZZA,78,37.742048,Routine - Unscheduled,San Francisco,High Risk,"(37.742048, -122.499002)",,4846_20160614,4846,3054 TARAVAL St,2016-06-14 00:00:00,Unclean or unsanitary food contact surfaces,4846_20160614_103109,-122.499002,CA,94116
VANIDA THAI KITCHEN,87,37.742086,Routine - Unscheduled,San Francisco,High Risk,"(37.742086, -122.498738)",,984_20160613,984,3050 TARAVAL St,2016-06-13 00:00:00,High risk food holding temperature,984_20160613_103103,-122.498738,CA,94116
Good Noodle Corporation,81,,Routine - Unscheduled,San Francisco,High Risk,,,78055_20160613,78055,239 Clement St,2016-06-13 00:00:00,High risk food holding temperature,78055_20160613_103103,,CA,94118
Lincoln Market,90,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155562422,75778_20160613,75778,2101 21st Ave,2016-06-13 00:00:00,Insufficient hot water or running water,75778_20160613_103129,,CA,94116
Irelands 32,72,37.781278,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.781278, -122.461312)",,37405_20160613,37405,3920 Geary Blvd,2016-06-13 00:00:00,Inadequate and inaccessible handwashing facilities,37405_20160613_103119,-122.461312,CA,94118
Aux Delices Vietnam,74,37.798274,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.798274, -122.422264)",,1146_20160613,1146,2327 Polk St,2016-06-13 00:00:00,Inadequate and inaccessible handwashing facilities,1146_20160613_103119,-122.422264,CA,94109
Royal Cuckoo Market,87,,Routine - Unscheduled,San Francisco,Low Risk,,,79801_20160613,79801,3368 19th St,2016-06-13 00:00:00,Low risk vermin infestation,79801_20160613_103161,,CA,94110
Lolinda,78,37.756698,Routine - Unscheduled,San Francisco,High Risk,"(37.756698, -122.418951)",,69403_20160613,69403,2518 Mission St,2016-06-13 00:00:00,Unclean or unsanitary food contact surfaces,69403_20160613_103109,-122.418951,CA,94110
La Noisette Café and Deli,94,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155347930,81484_20160613,81484,1905 Mission St,2016-06-13 00:00:00,Moderate risk food holding temperature,81484_20160613_103120,,CA,94103
AVENUE FINE FOODS,98,37.794494,Routine - Unscheduled,San Francisco,Low Risk,"(37.794494, -122.425527)",+14155294840,4947_20160613,4947,1837 PACIFIC Ave,2016-06-13 00:00:00,Improper food storage,4947_20160613_103139,-122.425527,CA,94109
Tacolicious,94,,Routine - Unscheduled,San Francisco,Moderate Risk,,,74866_20160613,74866,1548 Stockton St,2016-06-13 00:00:00,Moderate risk food holding temperature,74866_20160613_103120,,CA,94133
Cafe New Honolulu,68,,Routine - Unscheduled,San Francisco,High Risk,,,82123_20160613,82123,888 Stockton St,2016-06-13 00:00:00,Unclean hands or improper use of gloves,82123_20160613_103102,,CA,94108
Kam Po Kitchen,81,37.797223,Routine - Unscheduled,San Francisco,Low Risk,"(37.797223, -122.410513)",,835_20160613,835,801 Broadway St,2016-06-13 00:00:00,Unclean nonfood contact surfaces,835_20160613_103142,-122.410513,CA,94133
Bai Thong Thai Cuisine,79,37.775687,Routine - Unscheduled,San Francisco,High Risk,"(37.775687, -122.422697)",,63804_20160613,63804,298 GOUGH St,2016-06-13 00:00:00,Improper cooling methods,63804_20160613_103105,-122.422697,CA,94102
Prime Dip Gourmet Sandwiches Fillmore,85,,Routine - Unscheduled,San Francisco,High Risk,,,75204_20160613,75204,1515 Fillmore St,2016-06-13 00:00:00,High risk food holding temperature,75204_20160613_103103,,CA,94115
Fatted Calf SF,100,37.775918,Routine - Unscheduled,San Francisco,,"(37.775918, -122.423134)",+14155405614,64351_20160613,64351,320 Fell St,2016-06-13 00:00:00,,,-122.423134,CA,94102
Delicateses La Plaza,85,,Routine - Unscheduled,San Francisco,High Risk,,,79247_20160613,79247,2598 Folsom St,2016-06-13 00:00:00,High risk food holding temperature,79247_20160613_103103,,CA,94110
El Paraiso,84,,Routine - Unscheduled,San Francisco,Low Risk,,,63286_20160613,63286,1198 Treat Ave,2016-06-13 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,63286_20160613_103149,,CA,94110
Rubin's Market,92,,Routine - Unscheduled,San Francisco,Low Risk,,,83369_20160613,83369,2997 Folsom St,2016-06-13 00:00:00,Low risk vermin infestation,83369_20160613_103161,,CA,94110
NOAH'S NEW YORK BAGELS #2105,88,37.733944,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.733944, -122.490438)",,5074_20160610,5074,1521 SLOAT Blvd,2016-06-10 00:00:00,Inadequate and inaccessible handwashing facilities,5074_20160610_103119,-122.490438,CA,94132
Lee's Deli,82,37.793777,Routine - Unscheduled,San Francisco,Low Risk,"(37.793777, -122.398857)",,3134_20160610,3134,222 Front St,2016-06-10 00:00:00,Unapproved or unmaintained equipment or utensils,3134_20160610_103144,-122.398857,CA,94111
Mixt Greens,87,,Routine - Unscheduled,San Francisco,Moderate Risk,,,75965_20160610,75965,100 California St Suite 103,2016-06-10 00:00:00,Moderate risk food holding temperature,75965_20160610_103120,,CA,94111
United Irish Cultural Center,87,37.735943,Routine - Unscheduled,San Francisco,High Risk,"(37.735943, -122.503086)",,3196_20160610,3196,2700 45th Ave,2016-06-10 00:00:00,Improper cooling methods,3196_20160610_103105,-122.503086,CA,94116
BB Tea Station LLC,100,,Routine - Unscheduled,San Francisco,,,+14155290077,75973_20160610,75973,1314 Noriega St,2016-06-10 00:00:00,,,,CA,94122
Bursa,87,37.740144,Routine - Unscheduled,San Francisco,Low Risk,"(37.740144, -122.466569)",,37482_20160610,37482,60 West Portal Ave.,2016-06-10 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,37482_20160610_103149,-122.466569,CA,94127
MOZZARELLA DI BUFALA PIZZERIA II,83,37.740052,Routine - Unscheduled,San Francisco,Low Risk,"(37.740052, -122.466544)",+14155668900,741_20160610,741,069 WEST PORTAL Ave,2016-06-10 00:00:00,Unapproved or unmaintained equipment or utensils,741_20160610_103144,-122.466544,CA,94127
Philz Coffee,90,37.782565,Routine - Unscheduled,San Francisco,Low Risk,"(37.782565, -122.420626)",,60230_20160610,60230,748 Van Ness Ave,2016-06-10 00:00:00,Improper food storage,60230_20160610_103139,-122.420626,CA,94102
Trattoria Da Vittorio,88,37.739223,Routine - Unscheduled,San Francisco,Low Risk,"(37.739223, -122.46766)",+14150507976,70838_20160610,70838,150 WEST PORTAL Ave,2016-06-10 00:00:00,Inadequate ventilation or lighting,70838_20160610_103147,-122.46766,CA,94127
Spiro Coffee,90,,Routine - Unscheduled,San Francisco,Low Risk,,,71311_20160610,71311,826 Van Ness Ave,2016-06-10 00:00:00,Permit license or inspection report not posted,71311_20160610_103156,,CA,94109
Naser Mini Mart,96,,Routine - Unscheduled,San Francisco,Low Risk,,,76294_20160610,76294,2400 San Bruno Ave,2016-06-10 00:00:00,Improper storage use or identification of toxic substances,76294_20160610_103138,,CA,94134
GIANT SCOOP,74,37.727468,Routine - Unscheduled,San Francisco,High Risk,"(37.727468, -122.403582)",+14155465051,379_20160610,379,2708 SAN BRUNO Ave,2016-06-10 00:00:00,Unclean hands or improper use of gloves,379_20160610_103102,-122.403582,CA,94134
Hilton Financial District-Flute Coffee and Wine Bar,100,37.795057,Routine - Unscheduled,San Francisco,,"(37.795057, -122.404876)",,18954_20160610,18954,750 Kearny St 1st Floor,2016-06-10 00:00:00,,,-122.404876,CA,94108
Hilton Financial District- Banquet & Catering,100,37.795057,Routine - Unscheduled,San Francisco,,"(37.795057, -122.404876)",,18953_20160610,18953,750 Kearny St 2nd Floor,2016-06-10 00:00:00,,,-122.404876,CA,94108
Hilton Financial District,100,37.795057,Routine - Unscheduled,San Francisco,,"(37.795057, -122.404876)",,67917_20160610,67917,750 Kearny St  26th Floor,2016-06-10 00:00:00,,,-122.404876,CA,94108
Tartine Talbot Cafe,89,,Routine - Unscheduled,San Francisco,Moderate Risk,,,78943_20160610,78943,244 Gough St,2016-06-10 00:00:00,Foods not protected from contamination,78943_20160610_103133,,CA,94102
Fillmore Billiards,100,,Routine - Unscheduled,San Francisco,,,,80005_20160610,80005,1530 Fillmore St,2016-06-10 00:00:00,,,,CA,94115
Tart To Tart Inc.,88,,Routine - Unscheduled,San Francisco,Low Risk,,+14155507068,77681_20160609,77681,641 Irving St,2016-06-09 00:00:00,Unapproved or unmaintained equipment or utensils,77681_20160609_103144,,CA,94122
San Francisco Soup Company,77,37.793199,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.793199, -122.400152)",,24936_20160609,24936,315 California St,2016-06-09 00:00:00,Inadequately cleaned or sanitized food contact surfaces,24936_20160609_103124,-122.400152,CA,94104
Beanery,100,37.758941,Routine - Unscheduled,San Francisco,,"(37.758941, -122.48591)",,1344_20160609,1344,1307 09th Ave,2016-06-09 00:00:00,,,-122.48591,CA,94122
Starbucks Coffee Company,96,37.793225,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.793225, -122.399899)",,2244_20160609,2244,295 California St,2016-06-09 00:00:00,Inadequately cleaned or sanitized food contact surfaces,2244_20160609_103124,-122.399899,CA,94111
Fiorella,90,,Routine - Unscheduled,San Francisco,Low Risk,,,84911_20160609,84911,2339 Clement St,2016-06-09 00:00:00,Food safety certificate or food handler card not available,84911_20160609_103157,,CA,94121
THE BITTER END,86,37.782933,Routine - Unscheduled,San Francisco,Low Risk,"(37.782933, -122.46408)",,2143_20160609,2143,441 CLEMENT St,2016-06-09 00:00:00,Improper food storage,2143_20160609_103139,-122.46408,CA,94118
Big Four Restaurant,76,37.791643,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.791643, -122.412067)",,67809_20160609,67809,1075 California St,2016-06-09 00:00:00,Moderate risk food holding temperature,67809_20160609_103120,-122.412067,CA,94108
LA VIE VIETNAMESE REST,74,37.780298,Routine - Unscheduled,San Francisco,High Risk,"(37.780298, -122.482022)",,2596_20160609,2596,5830 GEARY Blvd,2016-06-09 00:00:00,High risk food holding temperature,2596_20160609_103103,-122.482022,CA,94121
Thoughts Style Cuisine Showroom,81,,Routine - Unscheduled,San Francisco,High Risk,,,85102_20160609,85102,139 08th St,2016-06-09 00:00:00,Unclean or unsanitary food contact surfaces,85102_20160609_103109,,CA,94103
L'emigrante,90,,Routine - Unscheduled,San Francisco,Low Risk,,+14155864777,80798_20160609,80798,2199 Mission St,2016-06-09 00:00:00,Food safety certificate or food handler card not available,80798_20160609_103157,,CA,94110
The Clay Pot House LLC,87,,Routine - Unscheduled,San Francisco,Low Risk,,,78028_20160609,78028,1000 Clement St,2016-06-09 00:00:00,Food safety certificate or food handler card not available,78028_20160609_103157,,CA,94118
AQ Restaurant & Bar,83,37.779464,Routine - Unscheduled,San Francisco,Low Risk,"(37.779464, -122.410486)",,67432_20160609,67432,1085 Mission St,2016-06-09 00:00:00,Inadequate ventilation or lighting,67432_20160609_103147,-122.410486,CA,94103
Nano Cafe,96,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155200362,79834_20160609,79834,564 South Van Ness Ave,2016-06-09 00:00:00,Inadequate and inaccessible handwashing facilities,79834_20160609_103119,,CA,94110
T & L FOOD MARKET,69,37.783661,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.783661, -122.414341)",,6643_20160609,6643,405 EDDY St,2016-06-09 00:00:00,Moderate risk vermin infestation,6643_20160609_103131,-122.414341,CA,94109
Sweet Basil Thai Cuisine,90,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155907053,69189_20160609,69189,3221 MISSION St,2016-06-09 00:00:00,Improper thawing methods,69189_20160609_103132,,CA,94110
Allstars Donuts & Burgers,92,37.781697,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.781697, -122.415334)",+14155905399,61953_20160609,61953,290 GOLDEN GATE Ave,2016-06-09 00:00:00,Moderate risk vermin infestation,61953_20160609_103131,-122.415334,CA,94102
Fenix Restaurant,92,,Routine - Unscheduled,San Francisco,Moderate Risk,,,76323_20160609,76323,1077 Mission St,2016-06-09 00:00:00,Moderate risk vermin infestation,76323_20160609_103131,,CA,94103
BURGER KING,90,37.745799,Routine - Unscheduled,San Francisco,Low Risk,"(37.745799, -122.420105)",+14155251729,3911_20160609,3911,1690 VALENCIA St,2016-06-09 00:00:00,Unapproved or unmaintained equipment or utensils,3911_20160609_103144,-122.420105,CA,94110
JAVA TRADING CO,91,37.782659,Routine - Unscheduled,San Francisco,Low Risk,"(37.782659, -122.406555)",+14155249723,5053_20160609,5053,100 5th St,2016-06-09 00:00:00,No thermometers or uncalibrated thermometers,5053_20160609_103148,-122.406555,CA,94103
L'AVENIDA,87,37.764143,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.764143, -122.463378)",,966_20160609,966,511 IRVING St,2016-06-09 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,966_20160609_103116,-122.463378,CA,94122
Original Buffalo Wings,75,37.799095,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.799095, -122.442457)",+14155938181,19357_20160609,19357,2499 Lombard St,2016-06-09 00:00:00,Inadequate and inaccessible handwashing facilities,19357_20160609_103119,-122.442457,CA,
Tokyo Express Battery,83,,Routine - Unscheduled,San Francisco,High Risk,,,75681_20160608,75681,77 Battery St Suite 100,2016-06-08 00:00:00,High risk food holding temperature,75681_20160608_103103,,CA,94111
RICHMOND NEW MAY WAH SUPERMARKET,82,37.782784,Routine - Unscheduled,San Francisco,Low Risk,"(37.782784, -122.467028)",,7711_20160608,7711,719 CLEMENT St,2016-06-08 00:00:00,Unclean or degraded floors walls or ceilings,7711_20160608_103154,-122.467028,CA,94118
Richmond Republic,81,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14150522364,77958_20160608,77958,642 Clement St,2016-06-08 00:00:00,Inadequately cleaned or sanitized food contact surfaces,77958_20160608_103124,,CA,94118
Henry's Hunan North Restaurant,87,,Routine - Unscheduled,San Francisco,High Risk,,,77054_20160608,77054,1398 Grant Ave,2016-06-08 00:00:00,Unclean or unsanitary food contact surfaces,77054_20160608_103109,,CA,94133
Over the Moon,85,,Routine - Unscheduled,San Francisco,Moderate Risk,,,76735_20160608,76735,2144 Chestnut St,2016-06-08 00:00:00,Inadequately cleaned or sanitized food contact surfaces,76735_20160608_103124,,CA,94123
The Little Chihuahua Mexican,100,37.751243,Routine - Unscheduled,San Francisco,,"(37.751243, -122.434619)",,63000_20160608,63000,4123 24th St,2016-06-08 00:00:00,,,-122.434619,CA,94114
A Desi Cafe,94,,Routine - Unscheduled,San Francisco,Low Risk,,+14155759088,83644_20160608,83644,1501 Noriega St,2016-06-08 00:00:00,Improper food storage,83644_20160608_103139,,CA,94112
Courtyard by Marriott at Fisherman's Wharf,92,37.806964,Routine - Unscheduled,San Francisco,Low Risk,"(37.806964, -122.41862)",,799_20160608,799,580 Beach St,2016-06-08 00:00:00,Improper food storage,799_20160608_103139,-122.41862,CA,94133
Blackwood Thai Cuisine,88,37.800508,Routine - Unscheduled,San Francisco,Low Risk,"(37.800508, -122.438824)",,68331_20160608,68331,2150 CHESTNUT St,2016-06-08 00:00:00,Improper storage of equipment utensils or linens,68331_20160608_103145,-122.438824,CA,94123
THAI TIME RESTAURANT,78,37.782534,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.782534, -122.466615)",+14155387992,544_20160608,544,315 08th Ave,2016-06-08 00:00:00,Moderate risk vermin infestation,544_20160608_103131,-122.466615,CA,94118
COW HOLLOW CATERING,100,37.801401,Routine - Unscheduled,San Francisco,,"(37.801401, -122.447857)",,400_20160608,400,3301 LYON St,2016-06-08 00:00:00,,,-122.447857,CA,94123
Saiwaii Ramen,94,37.763368,Routine - Unscheduled,San Francisco,Low Risk,"(37.763368, -122.482262)",,63615_20160608,63615,2240 IRVING St,2016-06-08 00:00:00,Unclean or degraded floors walls or ceilings,63615_20160608_103154,-122.482262,CA,94122
